# k_value  z_plot  Normalized_Delta  Gamma
5.600000000000000810e-02 1.919191919191918672e+00 4.180020965127963506e-01 4.916198470398954745e-01
5.600000000000000810e-02 1.818181818181818343e+00 4.323240341960608024e-01 4.894294683713226179e-01
5.600000000000000810e-02 1.717171717171718015e+00 4.476156091739307286e-01 4.871428898176498046e-01
5.600000000000000810e-02 1.616161616161615910e+00 4.639720347425371205e-01 4.847592315196553869e-01
5.600000000000000810e-02 1.515151515151515582e+00 4.814999227244401991e-01 4.822890558143057005e-01
5.600000000000000810e-02 1.414141414141413478e+00 5.003185592688237371e-01 4.797585009134369693e-01
5.600000000000000810e-02 1.313131313131313149e+00 5.205619994018680918e-01 4.771926832691307241e-01
5.600000000000000810e-02 1.212121212121212821e+00 5.423801484155235109e-01 4.746343099712948543e-01
5.600000000000000810e-02 1.111111111111110716e+00 5.659403808197521757e-01 4.721416087792264515e-01
5.600000000000000810e-02 1.010101010101010388e+00 5.914286597804587764e-01 4.697916300724699346e-01
5.600000000000000810e-02 9.090909090909100598e-01 6.190502122676785346e-01 4.676875634444541130e-01
5.600000000000000810e-02 8.080808080808079552e-01 6.490284745396323052e-01 4.659504970312981498e-01
5.600000000000000810e-02 7.070707070707076269e-01 6.816028213463782848e-01 4.647295043206136622e-01
5.600000000000000810e-02 6.060606060606055223e-01 7.170223974338638673e-01 4.641864257429671459e-01
5.600000000000000810e-02 5.050505050505051940e-01 7.555353048504575009e-01 4.644921028162086185e-01
5.600000000000000810e-02 4.040404040404048658e-01 7.973706490725191998e-01 4.658044242696907089e-01
5.600000000000000810e-02 3.030303030303027612e-01 8.427113684231871682e-01 4.682458373790449602e-01
5.600000000000000810e-02 2.020202020202024329e-01 8.916551747651597637e-01 4.718875921975515531e-01
5.600000000000000810e-02 1.010101010101003283e-01 9.441635510551044108e-01 4.767318337766389691e-01
5.600000000000000810e-02 0.000000000000000000e+00 1.000000000000000000e+00 4.827126193654930342e-01
6.700000000000000400e-02 1.000000000000000000e+01 1.117272612004431703e-01 5.323311379700234047e-01
6.700000000000000400e-02 9.898989898989899672e+00 1.127617802135423147e-01 5.323968744094864647e-01
6.700000000000000400e-02 9.797979797979797567e+00 1.138156329282047630e-01 5.321563910465764158e-01
6.700000000000000400e-02 9.696969696969697239e+00 1.148893574391653821e-01 5.318004688828995574e-01
6.700000000000000400e-02 9.595959595959595134e+00 1.159835112821015757e-01 5.315104535003943864e-01
6.700000000000000400e-02 9.494949494949494806e+00 1.170986712024219695e-01 5.314674900872304875e-01
6.700000000000000400e-02 9.393939393939394478e+00 1.182354673067690931e-01 5.313104919444994190e-01
6.700000000000000400e-02 9.292929292929292373e+00 1.193945339973282171e-01 5.310575898747170731e-01
6.700000000000000400e-02 9.191919191919192045e+00 1.205765273746080002e-01 5.307780447344260244e-01
6.700000000000000400e-02 9.090909090909091717e+00 1.217821163007197643e-01 5.307163484212578108e-01
6.700000000000000400e-02 8.989898989898989612e+00 1.230120381219551307e-01 5.305038850099134118e-01
6.700000000000000400e-02 8.888888888888889284e+00 1.242670347643228118e-01 5.301757359604596376e-01
6.700000000000000400e-02 8.787878787878787179e+00 1.255478646622752437e-01 5.299464124994575087e-01
6.700000000000000400e-02 8.686868686868686851e+00 1.268553268998964256e-01 5.298701764308596518e-01
6.700000000000000400e-02 8.585858585858586522e+00 1.281902845499656718e-01 5.296347739185108816e-01
6.700000000000000400e-02 8.484848484848484418e+00 1.295536103873684286e-01 5.292765306638556044e-01
6.700000000000000400e-02 8.383838383838384090e+00 1.309461892808745642e-01 5.291038816170371417e-01
6.700000000000000400e-02 8.282828282828283761e+00 1.323689805356169369e-01 5.289857674442566271e-01
6.700000000000000400e-02 8.181818181818181657e+00 1.338230001784048717e-01 5.286770534504103836e-01
6.700000000000000400e-02 8.080808080808081328e+00 1.353092812245453580e-01 5.282449708918194320e-01
6.700000000000000400e-02 7.979797979797979224e+00 1.368288677904161699e-01 5.280674031155431214e-01
6.700000000000000400e-02 7.878787878787878896e+00 1.383829158628799016e-01 5.278843047258449106e-01
6.700000000000000400e-02 7.777777777777777679e+00 1.399726297407912490e-01 5.275296249947040161e-01
6.700000000000000400e-02 7.676767676767676463e+00 1.415992409932164686e-01 5.270868213163640847e-01
6.700000000000000400e-02 7.575757575757576134e+00 1.432639956382863455e-01 5.269401184721450582e-01
6.700000000000000400e-02 7.474747474747474918e+00 1.449682932924815093e-01 5.267175693516198409e-01
6.700000000000000400e-02 7.373737373737373701e+00 1.467135720650669384e-01 5.263222063325688760e-01
6.700000000000000400e-02 7.272727272727273373e+00 1.485012971486930344e-01 5.259577902545181649e-01
6.700000000000000400e-02 7.171717171717171269e+00 1.503330189035758102e-01 5.256971208788742134e-01
6.700000000000000400e-02 7.070707070707070940e+00 1.522104091220348454e-01 5.253312591029662970e-01
6.700000000000000400e-02 6.969696969696969724e+00 1.541351791079050570e-01 5.249459542842723758e-01
6.700000000000000400e-02 6.868686868686868507e+00 1.561091209167321248e-01 5.246403975619021720e-01
6.700000000000000400e-02 6.767676767676768179e+00 1.581341722050713661e-01 5.242322848674707547e-01
6.700000000000000400e-02 6.666666666666666075e+00 1.602123194999457989e-01 5.238298628713400351e-01
6.700000000000000400e-02 6.565656565656565746e+00 1.623456543942070340e-01 5.234971052958752313e-01
6.700000000000000400e-02 6.464646464646464530e+00 1.645364349167649509e-01 5.230545822750657381e-01
6.700000000000000400e-02 6.363636363636363313e+00 1.667869816193776056e-01 5.226098012026563211e-01
6.700000000000000400e-02 6.262626262626262985e+00 1.690997500327960090e-01 5.222144489586804106e-01
6.700000000000000400e-02 6.161616161616161769e+00 1.714773908706310190e-01 5.217094296156150612e-01
6.700000000000000400e-02 6.060606060606060552e+00 1.739226188865203027e-01 5.212562770992378303e-01
6.700000000000000400e-02 5.959595959595959336e+00 1.764383492978778556e-01 5.208157314968815399e-01
6.700000000000000400e-02 5.858585858585859008e+00 1.790277080924949915e-01 5.202448103380790112e-01
6.700000000000000400e-02 5.757575757575757791e+00 1.816938937401635923e-01 5.197598317103258037e-01
6.700000000000000400e-02 5.656565656565656575e+00 1.844403906858322062e-01 5.192645471463911422e-01
6.700000000000000400e-02 5.555555555555555358e+00 1.872708977728241020e-01 5.186685214306542280e-01
6.700000000000000400e-02 5.454545454545455030e+00 1.901892461359344089e-01 5.181224594667807049e-01
6.700000000000000400e-02 5.353535353535353813e+00 1.931996149332206592e-01 5.175042179993388780e-01
6.700000000000000400e-02 5.252525252525252597e+00 1.963063773498588682e-01 5.168813356069519305e-01
6.700000000000000400e-02 5.151515151515151381e+00 1.995142177953354856e-01 5.162394287721425723e-01
6.700000000000000400e-02 5.050505050505050164e+00 2.028281250094880750e-01 5.155610007823192564e-01
6.700000000000000400e-02 4.949494949494949836e+00 2.062533879599495468e-01 5.148848950699601579e-01
6.700000000000000400e-02 4.848484848484848619e+00 2.097957231147712098e-01 5.141378477996576546e-01
6.700000000000000400e-02 4.747474747474747403e+00 2.134611218258093690e-01 5.134210961638370208e-01
6.700000000000000400e-02 4.646464646464646187e+00 2.172561496770552825e-01 5.125997718776461598e-01
6.700000000000000400e-02 4.545454545454545858e+00 2.211876522132941725e-01 5.118217193147419630e-01
6.700000000000000400e-02 4.444444444444444642e+00 2.252631495947538531e-01 5.109605775628173197e-01
6.700000000000000400e-02 4.343434343434343425e+00 2.294905792185316651e-01 5.100760991899123686e-01
6.700000000000000400e-02 4.242424242424242209e+00 2.338785330892041436e-01 5.091541326066126860e-01
6.700000000000000400e-02 4.141414141414141881e+00 2.384362412108957385e-01 5.081897970012003718e-01
6.700000000000000400e-02 4.040404040404040664e+00 2.431736356879663219e-01 5.071744127799817647e-01
6.700000000000000400e-02 3.939393939393939448e+00 2.481014337381244050e-01 5.061207951535675598e-01
6.700000000000000400e-02 3.838383838383838231e+00 2.532312439055253717e-01 5.050040019811935510e-01
6.700000000000000400e-02 3.737373737373737903e+00 2.585755255519563423e-01 5.038603049780386867e-01
6.700000000000000400e-02 3.636363636363636687e+00 2.641479228991017170e-01 5.026360117325410215e-01
6.700000000000000400e-02 3.535353535353535470e+00 2.699630596791516846e-01 5.013755523470880826e-01
6.700000000000000400e-02 3.434343434343434254e+00 2.760369921315729558e-01 5.000353712989707988e-01
6.700000000000000400e-02 3.333333333333333037e+00 2.823870537113016832e-01 4.986376307046966883e-01
6.700000000000000400e-02 3.232323232323232709e+00 2.890322123613498495e-01 4.971695137577159529e-01
6.700000000000000400e-02 3.131313131313131493e+00 2.959931771654331634e-01 4.956137932030919013e-01
6.700000000000000400e-02 3.030303030303030276e+00 3.032924786615203150e-01 4.939984881454775878e-01
6.700000000000000400e-02 2.929292929292929060e+00 3.109550072473860061e-01 4.922782402113692335e-01
6.700000000000000400e-02 2.828282828282828731e+00 3.190078434410030805e-01 4.904793360050575535e-01
6.700000000000000400e-02 2.727272727272727515e+00 3.274809154572860259e-01 4.885898653232084166e-01
6.700000000000000400e-02 2.626262626262626299e+00 3.364071592352877449e-01 4.865860525843969109e-01
6.700000000000000400e-02 2.525252525252525082e+00 3.458228917434357230e-01 4.844821013480395955e-01
6.700000000000000400e-02 2.424242424242424754e+00 3.557682363082064758e-01 4.822776627667896832e-01
6.700000000000000400e-02 2.323232323232323537e+00 3.662877649600135288e-01 4.799547007416277711e-01
6.700000000000000400e-02 2.222222222222222321e+00 3.774309203590240358e-01 4.775100419118131212e-01
6.700000000000000400e-02 2.121212121212121104e+00 3.892526085725608320e-01 4.749533252492179614e-01
6.700000000000000400e-02 2.020202020202020776e+00 4.018141281889117677e-01 4.722806848873517538e-01
6.700000000000000400e-02 1.919191919191918672e+00 4.151839910879843720e-01 4.694896810429102785e-01
6.700000000000000400e-02 1.818181818181818343e+00 4.294387766691912245e-01 4.665920216214452521e-01
6.700000000000000400e-02 1.717171717171718015e+00 4.446642899672657023e-01 4.636028829492321868e-01
6.700000000000000400e-02 1.616161616161615910e+00 4.609568964733760099e-01 4.605439679989012935e-01
6.700000000000000400e-02 1.515151515151515582e+00 4.784249146113181417e-01 4.574437879383352890e-01
6.700000000000000400e-02 1.414141414141413478e+00 4.971901059444014392e-01 4.543465545325349186e-01
6.700000000000000400e-02 1.313131313131313149e+00 5.173893757681783390e-01 4.513117444985466631e-01
6.700000000000000400e-02 1.212121212121212821e+00 5.391764790904761684e-01 4.484181009829391606e-01
6.700000000000000400e-02 1.111111111111110716e+00 5.627236292046191579e-01 4.457668164604001171e-01
6.700000000000000400e-02 1.010101010101010388e+00 5.882227856704926872e-01 4.434830269136049719e-01
6.700000000000000400e-02 9.090909090909100598e-01 6.158862928584613039e-01 4.417151263772393088e-01
6.700000000000000400e-02 8.080808080808079552e-01 6.459462112245732968e-01 4.406321159917807040e-01
6.700000000000000400e-02 7.070707070707076269e-01 6.786513771897314529e-01 4.404148239506683882e-01
6.700000000000000400e-02 6.060606060606055223e-01 7.142610063249512642e-01 4.412409026974349890e-01
6.700000000000000400e-02 5.050505050505051940e-01 7.530330611503343041e-01 4.432624357933821480e-01
6.700000000000000400e-02 4.040404040404048658e-01 7.952051721580118970e-01 4.465882916771700128e-01
6.700000000000000400e-02 3.030303030303027612e-01 8.409659458204532534e-01 4.512586155994304793e-01
6.700000000000000400e-02 2.020202020202024329e-01 8.904145333503370452e-01 4.572357197153946728e-01
6.700000000000000400e-02 1.010101010101003283e-01 9.435083375968258412e-01 4.644028822195609973e-01
6.700000000000000400e-02 0.000000000000000000e+00 1.000000000000000000e+00 4.725851268194112276e-01
7.800000000000001377e-02 1.000000000000000000e+01 1.109578579576077223e-01 5.276664066483804927e-01
7.800000000000001377e-02 9.898989898989899672e+00 1.119852610536165582e-01 5.276720490105812900e-01
7.800000000000001377e-02 9.797979797979797567e+00 1.130318652926319417e-01 5.273700711390879592e-01
7.800000000000001377e-02 9.696969696969697239e+00 1.140982050795993075e-01 5.269517236032486007e-01
7.800000000000001377e-02 9.595959595959595134e+00 1.151848341727123720e-01 5.265979382603191983e-01
7.800000000000001377e-02 9.494949494949494806e+00 1.162923254122575911e-01 5.264895026391142041e-01
7.800000000000001377e-02 9.393939393939394478e+00 1.174213046269257515e-01 5.262651768825851173e-01
7.800000000000001377e-02 9.292929292929292373e+00 1.185724018724970963e-01 5.259437193613737405e-01
7.800000000000001377e-02 9.191919191919192045e+00 1.197462688049252683e-01 5.255941759863584917e-01
7.800000000000001377e-02 9.090909090909091717e+00 1.209435697756142264e-01 5.254606102668833989e-01
7.800000000000001377e-02 8.989898989898989612e+00 1.221650371283272002e-01 5.251743180768707608e-01
7.800000000000001377e-02 8.888888888888889284e+00 1.234114077599236803e-01 5.247703575999761449e-01
7.800000000000001377e-02 8.787878787878787179e+00 1.246834348545233367e-01 5.244647330800991103e-01
7.800000000000001377e-02 8.686868686868686851e+00 1.259819122695956251e-01 5.243091485043795963e-01
7.800000000000001377e-02 8.585858585858586522e+00 1.273076971761039344e-01 5.239921367953942477e-01
7.800000000000001377e-02 8.484848484848484418e+00 1.286616564390216377e-01 5.235502624379165804e-01
7.800000000000001377e-02 8.383838383838384090e+00 1.300446688670896245e-01 5.232930507208078952e-01
7.800000000000001377e-02 8.282828282828283761e+00 1.314576874863917499e-01 5.230872086662988751e-01
7.800000000000001377e-02 8.181818181818181657e+00 1.329017213883127713e-01 5.226885352639500937e-01
7.800000000000001377e-02 8.080808080808081328e+00 1.343777966114936828e-01 5.221644598186792052e-01
7.800000000000001377e-02 7.979797979797979224e+00 1.358869502110469640e-01 5.218932649831706794e-01
7.800000000000001377e-02 7.878787878787878896e+00 1.374303306024736715e-01 5.216128763692938763e-01
7.800000000000001377e-02 7.777777777777777679e+00 1.390091338851789649e-01 5.211582440947449824e-01
7.800000000000001377e-02 7.676767676767676463e+00 1.406245833519637889e-01 5.206130499655355903e-01
7.800000000000001377e-02 7.575757575757576134e+00 1.422779167092148023e-01 5.203615277455301280e-01
7.800000000000001377e-02 7.474747474747474918e+00 1.439705244054873545e-01 5.200301690751307770e-01
7.800000000000001377e-02 7.373737373737373701e+00 1.457038347943087619e-01 5.195232465548144107e-01
7.800000000000001377e-02 7.272727272727273373e+00 1.474793032995649344e-01 5.190446065248351948e-01
7.800000000000001377e-02 7.171717171717171269e+00 1.492984701642873779e-01 5.186657903058764507e-01
7.800000000000001377e-02 7.070707070707070940e+00 1.511629960225255587e-01 5.181783238929950075e-01
7.800000000000001377e-02 6.969696969696969724e+00 1.530745807836734751e-01 5.176684379120233270e-01
7.800000000000001377e-02 6.868686868686868507e+00 1.550350049168133237e-01 5.172339038248348064e-01
7.800000000000001377e-02 6.767676767676768179e+00 1.570461931831788893e-01 5.166930050743447911e-01
7.800000000000001377e-02 6.666666666666666075e+00 1.591101190122544973e-01 5.161541593117577875e-01
7.800000000000001377e-02 6.565656565656565746e+00 1.612288606376559297e-01 5.156797967284002526e-01
7.800000000000001377e-02 6.464646464646464530e+00 1.634046610928540366e-01 5.150917093673966773e-01
7.800000000000001377e-02 6.363636363636363313e+00 1.656398258485797526e-01 5.144973232816867359e-01
7.800000000000001377e-02 6.262626262626262985e+00 1.679367949487376999e-01 5.139464401349356226e-01
7.800000000000001377e-02 6.161616161616161769e+00 1.702982019260466107e-01 5.132800553865550786e-01
7.800000000000001377e-02 6.060606060606060552e+00 1.727267431536450015e-01 5.126632011571529146e-01
7.800000000000001377e-02 5.959595959595959336e+00 1.752253167863465910e-01 5.120508187267154288e-01
7.800000000000001377e-02 5.858585858585859008e+00 1.777970282946183256e-01 5.113020792081713894e-01
7.800000000000001377e-02 5.757575757575757791e+00 1.804450550541586706e-01 5.106358869554439295e-01
7.800000000000001377e-02 5.656565656565656575e+00 1.831728613737000633e-01 5.099500998367092475e-01
7.800000000000001377e-02 5.555555555555555358e+00 1.859841217970885918e-01 5.091577741554067504e-01
7.800000000000001377e-02 5.454545454545455030e+00 1.888826439952080161e-01 5.084089226706407505e-01
7.800000000000001377e-02 5.353535353535353813e+00 1.918725817563154967e-01 5.075800998096230421e-01
7.800000000000001377e-02 5.252525252525252597e+00 1.949582811983174013e-01 5.067394243078047200e-01
7.800000000000001377e-02 5.151515151515151381e+00 1.981443992272259313e-01 5.058703042176970754e-01
7.800000000000001377e-02 5.050505050505050164e+00 2.014358935692106278e-01 5.049575752448831611e-01
7.800000000000001377e-02 4.949494949494949836e+00 2.048380236078318761e-01 5.040365512188635932e-01
7.800000000000001377e-02 4.848484848484848619e+00 2.083564707387736969e-01 5.030364738572484784e-01
7.800000000000001377e-02 4.747474747474747403e+00 2.119971934794820101e-01 5.020557689093591014e-01
7.800000000000001377e-02 4.646464646464646187e+00 2.157667194871355221e-01 5.009600674214028659e-01
7.800000000000001377e-02 4.545454545454545858e+00 2.196718555545749407e-01 4.998977266186443447e-01
7.800000000000001377e-02 4.444444444444444642e+00 2.237200832924921001e-01 4.987383416016741844e-01
7.800000000000001377e-02 4.343434343434343425e+00 2.279192932486517054e-01 4.975469859679819695e-01
7.800000000000001377e-02 4.242424242424242209e+00 2.322780381580454578e-01 4.963019302468313909e-01
7.800000000000001377e-02 4.141414141414141881e+00 2.368054966202828571e-01 4.950030317653044132e-01
7.800000000000001377e-02 4.040404040404040664e+00 2.415115553772979595e-01 4.936376628184037663e-01
7.800000000000001377e-02 3.939393939393939448e+00 2.464068785972735320e-01 4.922198414331134253e-01
7.800000000000001377e-02 3.838383838383838231e+00 2.515030240931305783e-01 4.907219200058176578e-01
7.800000000000001377e-02 3.737373737373737903e+00 2.568123951523328952e-01 4.891816141396342354e-01
7.800000000000001377e-02 3.636363636363636687e+00 2.623485802697912428e-01 4.875435502424112499e-01
7.800000000000001377e-02 3.535353535353535470e+00 2.681261509914726338e-01 4.858495871261772625e-01
7.800000000000001377e-02 3.434343434343434254e+00 2.741610994815395497e-01 4.840591996684748821e-01
7.800000000000001377e-02 3.333333333333333037e+00 2.804707131774412110e-01 4.821887317569004683e-01
7.800000000000001377e-02 3.232323232323232709e+00 2.870738957623042431e-01 4.802297513859558054e-01
7.800000000000001377e-02 3.131313131313131493e+00 2.939913198302787634e-01 4.781580683261561493e-01
7.800000000000001377e-02 3.030303030303030276e+00 3.012454513882935059e-01 4.760097137628218067e-01
7.800000000000001377e-02 2.929292929292929060e+00 3.088611596148645999e-01 4.737321251017552193e-01
7.800000000000001377e-02 2.828282828282828731e+00 3.168655006040812516e-01 4.713526044810853466e-01
7.800000000000001377e-02 2.727272727272727515e+00 3.252883906005246129e-01 4.688604624284553601e-01
7.800000000000001377e-02 2.626262626262626299e+00 3.341627794767583759e-01 4.662333534423188652e-01
7.800000000000001377e-02 2.525252525252525082e+00 3.435250451338764388e-01 4.634830743349531712e-01
7.800000000000001377e-02 2.424242424242424754e+00 3.534153921257969233e-01 4.606137049842556341e-01
7.800000000000001377e-02 2.323232323232323537e+00 3.638785332695204100e-01 4.576107061455848002e-01
7.800000000000001377e-02 2.222222222222222321e+00 3.749641360313265559e-01 4.544737888158911776e-01
7.800000000000001377e-02 2.121212121212121104e+00 3.867274606684942273e-01 4.512141134249977870e-01
7.800000000000001377e-02 2.020202020202020776e+00 3.992301800380996801e-01 4.478439202996680746e-01
7.800000000000001377e-02 1.919191919191918672e+00 4.125414448705325143e-01 4.443665928811030286e-01
7.800000000000001377e-02 1.818181818181818343e+00 4.267386723059105047e-01 4.408055597468689135e-01
7.800000000000001377e-02 1.717171717171718015e+00 4.419087425575096151e-01 4.371945482595155918e-01
7.800000000000001377e-02 1.616161616161615910e+00 4.581494562649159885e-01 4.335764994959825369e-01
7.800000000000001377e-02 1.515151515151515582e+00 4.755709348591038998e-01 4.300084149224976948e-01
7.800000000000001377e-02 1.414141414141413478e+00 4.942973152619108412e-01 4.265654846721887994e-01
7.800000000000001377e-02 1.313131313131313149e+00 5.144684951096433201e-01 4.233442639995513845e-01
7.800000000000001377e-02 1.212121212121212821e+00 5.362419108481799590e-01 4.204653886363493021e-01
7.800000000000001377e-02 1.111111111111110716e+00 5.597942836604589134e-01 4.180736719585362859e-01
7.800000000000001377e-02 1.010101010101010388e+00 5.853229508498840605e-01 4.163368902552638806e-01
7.800000000000001377e-02 9.090909090909100598e-01 6.130464403826356712e-01 4.154415674822962146e-01
7.800000000000001377e-02 8.080808080808079552e-01 6.432035416719666943e-01 4.155751997617214144e-01
7.800000000000001377e-02 7.070707070707076269e-01 6.760503111517560670e-01 4.169217670005689880e-01
7.800000000000001377e-02 6.060606060606055223e-01 7.118529466820947560e-01 4.196324647776339956e-01
7.800000000000001377e-02 5.050505050505051940e-01 7.508754959585030031e-01 4.238029146691094096e-01
7.800000000000001377e-02 4.040404040404048658e-01 7.933599630037565520e-01 4.294552042874692499e-01
7.800000000000001377e-02 3.030303030303027612e-01 8.394965245394344633e-01 4.365258544437984334e-01
7.800000000000001377e-02 2.020202020202024329e-01 8.893825774471494361e-01 4.448641802282178870e-01
7.800000000000001377e-02 1.010101010101003283e-01 9.429695873974303089e-01 4.542524653841403248e-01
7.800000000000001377e-02 0.000000000000000000e+00 1.000000000000000000e+00 4.644372664658022454e-01
8.900000000000000966e-02 1.000000000000000000e+01 1.102321542276506611e-01 5.222947355123889190e-01
8.900000000000000966e-02 9.898989898989899672e+00 1.112528471671158647e-01 5.222312097360676253e-01
8.900000000000000966e-02 9.797979797979797567e+00 1.122926163328526600e-01 5.218584546334381624e-01
8.900000000000000966e-02 9.696969696969697239e+00 1.133519926526296434e-01 5.213682618903725530e-01
8.900000000000000966e-02 9.595959595959595134e+00 1.144315263338481492e-01 5.209410846749080726e-01
8.900000000000000966e-02 9.494949494949494806e+00 1.155317865463731664e-01 5.207572992405244960e-01
8.900000000000000966e-02 9.393939393939394478e+00 1.166533950956869514e-01 5.204554917233654709e-01
8.900000000000000966e-02 9.292929292929292373e+00 1.177969779423451435e-01 5.200551437230351848e-01
8.900000000000000966e-02 9.191919191919192045e+00 1.189631825646269431e-01 5.196250511493355484e-01
8.900000000000000966e-02 9.090909090909091717e+00 1.201526690778985801e-01 5.194087848021526899e-01
8.900000000000000966e-02 8.989898989898989612e+00 1.213661651219221926e-01 5.190375422236774838e-01
8.900000000000000966e-02 8.888888888888889284e+00 1.226044028653782703e-01 5.185463576553051013e-01
8.900000000000000966e-02 8.787878787878787179e+00 1.238681305357889201e-01 5.181529432789431233e-01
8.900000000000000966e-02 8.686868686868686851e+00 1.251581371137120424e-01 5.179060675577749073e-01
8.900000000000000966e-02 8.585858585858586522e+00 1.264752742115385076e-01 5.174951705519303946e-01
8.900000000000000966e-02 8.484848484848484418e+00 1.278204031392684570e-01 5.169570940537577819e-01
8.900000000000000966e-02 8.383838383838384090e+00 1.291943969973974315e-01 5.166026065050667304e-01
8.900000000000000966e-02 8.282828282828283761e+00 1.305982029519958121e-01 5.162958548657367031e-01
8.900000000000000966e-02 8.181818181818181657e+00 1.320328235647548476e-01 5.157937148428982654e-01
8.900000000000000966e-02 8.080808080808081328e+00 1.334992783203666211e-01 5.151638450546333070e-01
8.900000000000000966e-02 7.979797979797979224e+00 1.349985976400170928e-01 5.147849754061529781e-01
8.900000000000000966e-02 7.878787878787878896e+00 1.365319228719248934e-01 5.143927093628319902e-01
8.900000000000000966e-02 7.777777777777777679e+00 1.381004423997933828e-01 5.138231516762719053e-01
8.900000000000000966e-02 7.676767676767676463e+00 1.397053717500042758e-01 5.131602418482320571e-01
8.900000000000000966e-02 7.575757575757576134e+00 1.413479408427390505e-01 5.127882126082030645e-01
8.900000000000000966e-02 7.474747474747474918e+00 1.430295315686124225e-01 5.123317740354618177e-01
8.900000000000000966e-02 7.373737373737373701e+00 1.447515631078330756e-01 5.116966299986378530e-01
8.900000000000000966e-02 7.272727272727273373e+00 1.465154817336255522e-01 5.110867176072417806e-01
8.900000000000000966e-02 7.171717171717171269e+00 1.483228182543552820e-01 5.105721321701002235e-01
8.900000000000000966e-02 7.070707070707070940e+00 1.501752228465020877e-01 5.099449478517948942e-01
8.900000000000000966e-02 6.969696969696969724e+00 1.520743847492831979e-01 5.092919403338825868e-01
8.900000000000000966e-02 6.868686868686868507e+00 1.540220736487728503e-01 5.087092502939393190e-01
8.900000000000000966e-02 6.767676767676768179e+00 1.560202022271579281e-01 5.080158559156643383e-01
8.900000000000000966e-02 6.666666666666666075e+00 1.580707316763895753e-01 5.073203539187867150e-01
8.900000000000000966e-02 6.565656565656565746e+00 1.601757278292396947e-01 5.066834095273687888e-01
8.900000000000000966e-02 6.464646464646464530e+00 1.623374196783775592e-01 5.059282447291336693e-01
8.900000000000000966e-02 6.363636363636363313e+00 1.645580986505480181e-01 5.051621616853445573e-01
8.900000000000000966e-02 6.262626262626262985e+00 1.668401904514699996e-01 5.044328182808903716e-01
8.900000000000000966e-02 6.161616161616161769e+00 1.691863126037705389e-01 5.035813650125258167e-01
8.900000000000000966e-02 6.060606060606060552e+00 1.715991442358590358e-01 5.027767477274771579e-01
8.900000000000000966e-02 5.959595959595959336e+00 1.740815679590543286e-01 5.019673464723913847e-01
8.900000000000000966e-02 5.858585858585859008e+00 1.766366700778176091e-01 5.010148418226032518e-01
8.900000000000000966e-02 5.757575757575757791e+00 1.792676082933843118e-01 5.001409851553747510e-01
8.900000000000000966e-02 5.656565656565656575e+00 1.819778286204255802e-01 4.992369902907675128e-01
8.900000000000000966e-02 5.555555555555555358e+00 1.847709829072088361e-01 4.982199426312076684e-01
8.900000000000000966e-02 5.454545454545455030e+00 1.876508572855900281e-01 4.972389754870920608e-01
8.900000000000000966e-02 5.353535353535353813e+00 1.906215827725297740e-01 4.961679900151985678e-01
8.900000000000000966e-02 5.252525252525252597e+00 1.936874789209626080e-01 4.950795625633281904e-01
8.900000000000000966e-02 5.151515151515151381e+00 1.968531792181356377e-01 4.939507973711548816e-01
8.900000000000000966e-02 5.050505050505050164e+00 2.001236122474174817e-01 4.927704709432836894e-01
8.900000000000000966e-02 4.949494949494949836e+00 2.035040107736665049e-01 4.915698855829407909e-01
8.900000000000000966e-02 4.848484848484848619e+00 2.070000238984580909e-01 4.902812479245426402e-01
8.900000000000000966e-02 4.747474747474747403e+00 2.106175808326273824e-01 4.889996569147139205e-01
8.900000000000000966e-02 4.646464646464646187e+00 2.143631746784688263e-01 4.875916136230226128e-01
8.900000000000000966e-02 4.545454545454545858e+00 2.182435775058754190e-01 4.862057334096790973e-01
8.900000000000000966e-02 4.444444444444444642e+00 2.222662377691936586e-01 4.847061727113675667e-01
8.900000000000000966e-02 4.343434343434343425e+00 2.264390004792420918e-01 4.831676706491619400e-01
8.900000000000000966e-02 4.242424242424242209e+00 2.307703878803324393e-01 4.815563133067199408e-01
8.900000000000000966e-02 4.141414141414141881e+00 2.352695314771003354e-01 4.798785921766592355e-01
8.900000000000000966e-02 4.040404040404040664e+00 2.399462800906476401e-01 4.781169098444878474e-01
8.900000000000000966e-02 3.939393939393939448e+00 2.448112495434139890e-01 4.762887193301717503e-01
8.900000000000000966e-02 3.838383838383838231e+00 2.498759569657040269e-01 4.743617213534959132e-01
8.900000000000000966e-02 3.737373737373737903e+00 2.551527582744926304e-01 4.723754542693847092e-01
8.900000000000000966e-02 3.636363636363636687e+00 2.606551952500201219e-01 4.702736399518360200e-01
8.900000000000000966e-02 3.535353535353535470e+00 2.663977996828065242e-01 4.680948626573809279e-01
8.900000000000000966e-02 3.434343434343434254e+00 2.723965110788433841e-01 4.658027120218390937e-01
8.900000000000000966e-02 3.333333333333333037e+00 2.786685861887435167e-01 4.634072702226099683e-01
8.900000000000000966e-02 3.232323232323232709e+00 2.852328805305816561e-01 4.609051203290980281e-01
8.900000000000000966e-02 3.131313131313131493e+00 2.921100348430116789e-01 4.582708943597821882e-01
8.900000000000000966e-02 3.030303030303030276e+00 2.993225279640798764e-01 4.555274620314342382e-01
8.900000000000000966e-02 2.929292929292929060e+00 3.068951328664005218e-01 4.526533821932769985e-01
