# k_value  z_plot  Normalized_Delta  Gamma
2.300000000000000308e-02 1.010101010101010388e+00 6.019623581453138472e-01 5.321309818726241980e-01
2.300000000000000308e-02 9.090909090909100598e-01 6.296080939588440950e-01 5.314971435486089968e-01
2.300000000000000308e-02 8.080808080808079552e-01 6.595034790366643973e-01 5.308478416825016533e-01
2.300000000000000308e-02 7.070707070707076269e-01 6.918500458263118214e-01 5.301961874445673129e-01
2.300000000000000308e-02 6.060606060606055223e-01 7.268502726914100043e-01 5.295628155373209855e-01
2.300000000000000308e-02 5.050505050505051940e-01 7.646967720510570166e-01 5.289776873892869657e-01
2.300000000000000308e-02 4.040404040404048658e-01 8.055561351540213577e-01 5.284813630986113786e-01
2.300000000000000308e-02 3.030303030303027612e-01 8.495454084154832053e-01 5.281342853249761937e-01
2.300000000000000308e-02 2.020202020202024329e-01 8.967008524141601988e-01 5.280130566956421356e-01
2.300000000000000308e-02 1.010101010101003283e-01 9.469374387223108425e-01 5.282160602958186901e-01
2.300000000000000308e-02 0.000000000000000000e+00 1.000000000000000000e+00 5.288641791169761408e-01
3.400000000000000244e-02 1.000000000000000000e+01 1.142080994602790445e-01 5.420809350084715428e-01
3.400000000000000244e-02 9.898989898989899672e+00 1.152655716394185847e-01 5.422723614857882790e-01
3.400000000000000244e-02 9.797979797979797567e+00 1.163428055616079759e-01 5.421605045502585485e-01
3.400000000000000244e-02 9.696969696969697239e+00 1.174403512357124618e-01 5.419351642891341303e-01
3.400000000000000244e-02 9.595959595959595134e+00 1.185587784441505393e-01 5.417785455082640977e-01
3.400000000000000244e-02 9.494949494949494806e+00 1.196986765952344489e-01 5.418725426827241121e-01
3.400000000000000244e-02 9.393939393939394478e+00 1.208606896546528947e-01 5.418563954768120805e-01
3.400000000000000244e-02 9.292929292929292373e+00 1.220454660629558541e-01 5.417469239511986112e-01
3.400000000000000244e-02 9.191919191919192045e+00 1.232536763309107913e-01 5.416138319585647176e-01
3.400000000000000244e-02 9.090909090909091717e+00 1.244860039669875018e-01 5.417025085669696649e-01
3.400000000000000244e-02 8.989898989898989612e+00 1.257432025275692367e-01 5.416445306280986971e-01
3.400000000000000244e-02 8.888888888888889284e+00 1.270260302398032448e-01 5.414750357105522216e-01
3.400000000000000244e-02 8.787878787878787179e+00 1.283352624401273012e-01 5.414053838669029561e-01
3.400000000000000244e-02 8.686868686868686851e+00 1.296717153592320537e-01 5.414952104201963268e-01
3.400000000000000244e-02 8.585858585858586522e+00 1.310362711441273587e-01 5.414306195527643917e-01
3.400000000000000244e-02 8.484848484848484418e+00 1.324298217325380334e-01 5.412474439437886531e-01
3.400000000000000244e-02 8.383838383838384090e+00 1.338532715719732702e-01 5.412518065762941255e-01
3.400000000000000244e-02 8.282828282828283761e+00 1.353076005613498833e-01 5.413173493389854540e-01
3.400000000000000244e-02 8.181818181818181657e+00 1.367938471554650537e-01 5.411969895055351865e-01
3.400000000000000244e-02 8.080808080808081328e+00 1.383130670116314020e-01 5.409575476448086340e-01
3.400000000000000244e-02 7.979797979797979224e+00 1.398663271560964261e-01 5.409760393622607966e-01
3.400000000000000244e-02 7.878787878787878896e+00 1.414548084019197349e-01 5.409966982994917073e-01
3.400000000000000244e-02 7.777777777777777679e+00 1.430797415862624378e-01 5.408513868705386862e-01
3.400000000000000244e-02 7.676767676767676463e+00 1.447423851836770192e-01 5.406230916015209997e-01
3.400000000000000244e-02 7.575757575757576134e+00 1.464440123042736186e-01 5.406959886042425056e-01
3.400000000000000244e-02 7.474747474747474918e+00 1.481860526242788634e-01 5.407014370198939268e-01
3.400000000000000244e-02 7.373737373737373701e+00 1.499699758665979654e-01 5.405398846580441452e-01
3.400000000000000244e-02 7.272727272727273373e+00 1.517972790689519069e-01 5.404148937852569778e-01
3.400000000000000244e-02 7.171717171717171269e+00 1.536695458111588530e-01 5.404019025513401298e-01
3.400000000000000244e-02 7.070707070707070940e+00 1.555884842390275469e-01 5.402910327130592272e-01
3.400000000000000244e-02 6.969696969696969724e+00 1.575558428185124815e-01 5.401670040329640265e-01
3.400000000000000244e-02 6.868686868686868507e+00 1.595734517705594546e-01 5.401319850487402707e-01
3.400000000000000244e-02 6.767676767676768179e+00 1.616432908031679994e-01 5.400024916316688017e-01
3.400000000000000244e-02 6.666666666666666075e+00 1.637673893076322662e-01 5.398863669244216013e-01
3.400000000000000244e-02 6.565656565656565746e+00 1.659478830638839164e-01 5.398508424218364521e-01
3.400000000000000244e-02 6.464646464646464530e+00 1.681870790334452637e-01 5.397139948673086440e-01
3.400000000000000244e-02 6.363636363636363313e+00 1.704873473753787672e-01 5.395834233965430826e-01
3.400000000000000244e-02 6.262626262626262985e+00 1.728511950629862126e-01 5.395148243370291308e-01
3.400000000000000244e-02 6.161616161616161769e+00 1.752813293213251189e-01 5.393490443501527398e-01
3.400000000000000244e-02 6.060606060606060552e+00 1.777805245919912847e-01 5.392400014028881916e-01
3.400000000000000244e-02 5.959595959595959336e+00 1.803517542443973387e-01 5.391608629317979906e-01
3.400000000000000244e-02 5.858585858585859008e+00 1.829982114766523227e-01 5.389642254050726056e-01
3.400000000000000244e-02 5.757575757575757791e+00 1.857231638861797651e-01 5.388606523831155348e-01
3.400000000000000244e-02 5.656565656565656575e+00 1.885301648446973677e-01 5.387665904429557173e-01
3.400000000000000244e-02 5.555555555555555358e+00 1.914229927918589813e-01 5.385843333347644091e-01
3.400000000000000244e-02 5.454545454545455030e+00 1.944055577226832809e-01 5.384658088912399609e-01
3.400000000000000244e-02 5.353535353535353813e+00 1.974821240968800407e-01 5.382919633774926327e-01
3.400000000000000244e-02 5.252525252525252597e+00 2.006571557278026829e-01 5.381289016213774978e-01
3.400000000000000244e-02 5.151515151515151381e+00 2.039354306514406800e-01 5.379671485130208541e-01
3.400000000000000244e-02 5.050505050505050164e+00 2.073220412219585473e-01 5.377842494780115112e-01
3.400000000000000244e-02 4.949494949494949836e+00 2.108223790249085239e-01 5.376265468208580867e-01
3.400000000000000244e-02 4.848484848484848619e+00 2.144422780773306836e-01 5.374157765260237918e-01
3.400000000000000244e-02 4.747474747474747403e+00 2.181878447339392069e-01 5.372587843258276319e-01
3.400000000000000244e-02 4.646464646464646187e+00 2.220657741161449206e-01 5.370204801542888262e-01
3.400000000000000244e-02 4.545454545454545858e+00 2.260830463071250296e-01 5.368467118105234581e-01
3.400000000000000244e-02 4.444444444444444642e+00 2.302473209382662200e-01 5.366184465078588373e-01
3.400000000000000244e-02 4.343434343434343425e+00 2.345666891872354998e-01 5.363909570172494812e-01
3.400000000000000244e-02 4.242424242424242209e+00 2.390498962173691344e-01 5.361594738783912462e-01
3.400000000000000244e-02 4.141414141414141881e+00 2.437063488470398998e-01 5.359114890231099215e-01
3.400000000000000244e-02 4.040404040404040664e+00 2.485461490777699789e-01 5.356473316655659955e-01
3.400000000000000244e-02 3.939393939393939448e+00 2.535802076044761932e-01 5.353769867327322629e-01
3.400000000000000244e-02 3.838383838383838231e+00 2.588203252655966735e-01 5.350829627887052631e-01
3.400000000000000244e-02 3.737373737373737903e+00 2.642791759833661991e-01 5.347968066747879057e-01
3.400000000000000244e-02 3.636363636363636687e+00 2.699706198090059961e-01 5.344714266025649696e-01
3.400000000000000244e-02 3.535353535353535470e+00 2.759095015159910846e-01 5.341554562154332553e-01
3.400000000000000244e-02 3.434343434343434254e+00 2.821121296710305537e-01 5.338011342449039409e-01
3.400000000000000244e-02 3.333333333333333037e+00 2.885960613217725124e-01 5.334435491722916423e-01
3.400000000000000244e-02 3.232323232323232709e+00 2.953805406987723980e-01 5.330612142547774823e-01
3.400000000000000244e-02 3.131313131313131493e+00 3.024864936247628755e-01 5.326561716243584099e-01
3.400000000000000244e-02 3.030303030303030276e+00 3.099367672386982298e-01 5.322347782599092803e-01
3.400000000000000244e-02 2.929292929292929060e+00 3.177564494798742478e-01 5.317763858663252519e-01
3.400000000000000244e-02 2.828282828282828731e+00 3.259728705926210890e-01 5.313036902293355457e-01
3.400000000000000244e-02 2.727272727272727515e+00 3.346161863755334198e-01 5.308058340790507978e-01
3.400000000000000244e-02 2.626262626262626299e+00 3.437195121946736154e-01 5.302617913768682412e-01
3.400000000000000244e-02 2.525252525252525082e+00 3.533192521085529170e-01 5.296972129535103546e-01
3.400000000000000244e-02 2.424242424242424754e+00 3.634556457657442952e-01 5.290999971682327496e-01
3.400000000000000244e-02 2.323232323232323537e+00 3.741731808835627726e-01 5.284592484878333218e-01
3.400000000000000244e-02 2.222222222222222321e+00 3.855210636480620456e-01 5.277756434409830444e-01
3.400000000000000244e-02 2.121212121212121104e+00 3.975537594978031941e-01 5.270574139293990878e-01
3.400000000000000244e-02 2.020202020202020776e+00 4.103319350110939956e-01 5.262887534937711331e-01
3.400000000000000244e-02 1.919191919191918672e+00 4.239229813926913004e-01 5.254645251866189026e-01
3.400000000000000244e-02 1.818181818181818343e+00 4.384017552216716296e-01 5.245917547488503363e-01
3.400000000000000244e-02 1.717171717171718015e+00 4.538518215455171756e-01 5.236618469862320824e-01
3.400000000000000244e-02 1.616161616161615910e+00 4.703663810196402340e-01 5.226700159886443764e-01
3.400000000000000244e-02 1.515151515151515582e+00 4.880492456970719206e-01 5.216148594935625660e-01
3.400000000000000244e-02 1.414141414141413478e+00 5.070159070045642258e-01 5.204985421971504156e-01
3.400000000000000244e-02 1.313131313131313149e+00 5.273953196348021288e-01 5.193167850904035765e-01
3.400000000000000244e-02 1.212121212121212821e+00 5.493303413840673333e-01 5.180734514424368831e-01
3.400000000000000244e-02 1.111111111111110716e+00 5.729790405348395010e-01 5.167756202473038352e-01
3.400000000000000244e-02 1.010101010101010388e+00 5.985149684603835452e-01 5.154327765806916428e-01
3.400000000000000244e-02 9.090909090909100598e-01 6.261274023443224035e-01 5.140652837234137573e-01
3.400000000000000244e-02 8.080808080808079552e-01 6.560196447597242964e-01 5.127004334246085815e-01
3.400000000000000244e-02 7.070707070707076269e-01 6.884060454812498397e-01 5.113815237288726889e-01
3.400000000000000244e-02 6.060606060606055223e-01 7.235059385563443746e-01 5.101674682153960472e-01
3.400000000000000244e-02 5.050505050505051940e-01 7.615335407862062755e-01 5.091371904844461671e-01
3.400000000000000244e-02 4.040404040404048658e-01 8.026820636798196462e-01 5.083910662751294218e-01
3.400000000000000244e-02 3.030303030303027612e-01 8.470997903657104811e-01 5.080535528356647790e-01
3.400000000000000244e-02 2.020202020202024329e-01 8.948568788108550720e-01 5.082627683902212201e-01
3.400000000000000244e-02 1.010101010101003283e-01 9.459004345644894673e-01 5.091659663208630837e-01
3.400000000000000244e-02 0.000000000000000000e+00 1.000000000000000000e+00 5.109014090156103194e-01
4.500000000000000527e-02 1.000000000000000000e+01 1.133736348791535842e-01 5.395386326216740080e-01
4.500000000000000527e-02 9.898989898989899672e+00 1.144233851962494775e-01 5.396972735778283736e-01
4.500000000000000527e-02 9.797979797979797567e+00 1.154927531907980059e-01 5.395518642287769895e-01
4.500000000000000527e-02 9.696969696969697239e+00 1.165822848618026930e-01 5.392924603213893331e-01
4.500000000000000527e-02 9.595959595959595134e+00 1.176925458629445309e-01 5.391010433698821824e-01
4.500000000000000527e-02 9.494949494949494806e+00 1.188241213331366203e-01 5.391593122716923370e-01
4.500000000000000527e-02 9.393939393939394478e+00 1.199776505671544952e-01 5.391064207812541476e-01
4.500000000000000527e-02 9.292929292929292373e+00 1.211537772801750679e-01 5.389595305659776736e-01
4.500000000000000527e-02 9.191919191919192045e+00 1.223531671247288233e-01 5.387882307973841378e-01
4.500000000000000527e-02 9.090909090909091717e+00 1.235764986683801497e-01 5.388376764037090538e-01
4.500000000000000527e-02 8.989898989898989612e+00 1.248245200037016028e-01 5.387393928627014494e-01
4.500000000000000527e-02 8.888888888888889284e+00 1.260979838626662963e-01 5.385285021294452523e-01
4.500000000000000527e-02 8.787878787878787179e+00 1.273976599004983667e-01 5.384171898434165771e-01
4.500000000000000527e-02 8.686868686868686851e+00 1.287243585387924660e-01 5.384636867329177790e-01
4.500000000000000527e-02 8.585858585858586522e+00 1.300789555023896538e-01 5.383545247577786741e-01
4.500000000000000527e-02 8.484848484848484418e+00 1.314623362681996699e-01 5.381256643462635214e-01
4.500000000000000527e-02 8.383838383838384090e+00 1.328753986929070430e-01 5.380838356081120155e-01
4.500000000000000527e-02 8.282828282828283761e+00 1.343191156991902224e-01 5.381014504127236142e-01
4.500000000000000527e-02 8.181818181818181657e+00 1.357945181886265895e-01 5.379319334806780262e-01
4.500000000000000527e-02 8.080808080808081328e+00 1.373026541818914426e-01 5.376422120224267909e-01
4.500000000000000527e-02 7.979797979797979224e+00 1.388445829794972830e-01 5.376095322361476025e-01
4.500000000000000527e-02 7.878787878787878896e+00 1.404214769853202871e-01 5.375770070684461333e-01
4.500000000000000527e-02 7.777777777777777679e+00 1.420345580958446430e-01 5.373770423788527539e-01
4.500000000000000527e-02 7.676767676767676463e+00 1.436850757046501670e-01 5.370927476891659280e-01
4.500000000000000527e-02 7.575757575757576134e+00 1.453742937682665493e-01 5.371083157340789116e-01
4.500000000000000527e-02 7.474747474747474918e+00 1.471036317811879046e-01 5.370542379530638399e-01
4.500000000000000527e-02 7.373737373737373701e+00 1.488745488103813963e-01 5.368316350407077442e-01
4.500000000000000527e-02 7.272727272727273373e+00 1.506885311333838740e-01 5.366441236149882554e-01
4.500000000000000527e-02 7.171717171717171269e+00 1.525471510717734958e-01 5.365664528641125308e-01
4.500000000000000527e-02 7.070707070707070940e+00 1.544521044901347451e-01 5.363889850896238487e-01
4.500000000000000527e-02 6.969696969696969724e+00 1.564051272952687033e-01 5.361967115773224046e-01
4.500000000000000527e-02 6.868686868686868507e+00 1.584080367568784231e-01 5.360910232623222749e-01
4.500000000000000527e-02 6.767676767676768179e+00 1.604627983712028916e-01 5.358887374033038942e-01
4.500000000000000527e-02 6.666666666666666075e+00 1.625714270230868008e-01 5.356978083457178963e-01
4.500000000000000527e-02 6.565656565656565746e+00 1.647360434722646982e-01 5.355846141056643805e-01
4.500000000000000527e-02 6.464646464646464530e+00 1.669589381381564874e-01 5.353678735776825626e-01
4.500000000000000527e-02 6.363636363636363313e+00 1.692424643569657161e-01 5.351551721392132643e-01
4.500000000000000527e-02 6.262626262626262985e+00 1.715891115847691939e-01 5.350011517936495986e-01
4.500000000000000527e-02 6.161616161616161769e+00 1.740015678784384012e-01 5.347466564385828791e-01
4.500000000000000527e-02 6.060606060606060552e+00 1.764825875500170005e-01 5.345476299710563151e-01
4.500000000000000527e-02 5.959595959595959336e+00 1.790351239594463462e-01 5.343739591193539251e-01
4.500000000000000527e-02 5.858585858585859008e+00 1.816623475469925086e-01 5.340793823951427433e-01
4.500000000000000527e-02 5.757575757575757791e+00 1.843675025103792831e-01 5.338760098661440301e-01
4.500000000000000527e-02 5.656565656565656575e+00 1.871541184624361531e-01 5.336769284753312137e-01
4.500000000000000527e-02 5.555555555555555358e+00 1.900259468932453677e-01 5.333863240193270627e-01
4.500000000000000527e-02 5.454545454545455030e+00 1.929868708266349042e-01 5.331558353330374533e-01
4.500000000000000527e-02 5.353535353535353813e+00 1.960411255245695372e-01 5.328655545916938241e-01
4.500000000000000527e-02 5.252525252525252597e+00 1.991931438510549657e-01 5.325819891056562394e-01
4.500000000000000527e-02 5.151515151515151381e+00 2.024476716403945387e-01 5.322943462520041136e-01
4.500000000000000527e-02 5.050505050505050164e+00 2.058097658886463288e-01 5.319814739477596310e-01
4.500000000000000527e-02 4.949494949494949836e+00 2.092847826374042430e-01 5.316877446460840373e-01
4.500000000000000527e-02 4.848484848484848619e+00 2.128785157257260807e-01 5.313361649191152836e-01
4.500000000000000527e-02 4.747474747474747403e+00 2.165970315457623752e-01 5.310321557814752236e-01
4.500000000000000527e-02 4.646464646464646187e+00 2.204469805834421425e-01 5.306405736086734493e-01
4.500000000000000527e-02 4.545454545454545858e+00 2.244352963621724095e-01 5.303079119826193955e-01
4.500000000000000527e-02 4.444444444444444642e+00 2.285695898122494518e-01 5.299130495936110741e-01
4.500000000000000527e-02 4.343434343434343425e+00 2.328578987448405024e-01 5.295125215032447930e-01
4.500000000000000527e-02 4.242424242424242209e+00 2.373089142873499313e-01 5.290989953879348118e-01
4.500000000000000527e-02 4.141414141414141881e+00 2.419319818036660408e-01 5.286619699420104235e-01
4.500000000000000527e-02 4.040404040404040664e+00 2.467371427296666253e-01 5.281993310560083588e-01
4.500000000000000527e-02 3.939393939393939448e+00 2.517352395423947398e-01 5.277218362312422473e-01
4.500000000000000527e-02 3.838383838383838231e+00 2.569380041527815073e-01 5.272098122477997251e-01
4.500000000000000527e-02 3.737373737373737903e+00 2.623580336812314506e-01 5.266962779202329914e-01
4.500000000000000527e-02 3.636363636363636687e+00 2.680091101474089688e-01 5.261319849608576682e-01
4.500000000000000527e-02 3.535353535353535470e+00 2.739059965521956630e-01 5.255646532710059882e-01
4.500000000000000527e-02 3.434343434343434254e+00 2.800649098792283853e-01 5.249472987204287788e-01
4.500000000000000527e-02 3.333333333333333037e+00 2.865033210377462281e-01 5.243115722069005002e-01
4.500000000000000527e-02 3.232323232323232709e+00 2.932403715073349515e-01 5.236381324989123343e-01
4.500000000000000527e-02 3.131313131313131493e+00 3.002968990714772191e-01 5.229233967638696745e-01
4.500000000000000527e-02 3.030303030303030276e+00 3.076956299047151067e-01 5.221800008602393017e-01
4.500000000000000527e-02 2.929292929292929060e+00 3.154615649916301945e-01 5.213795335596721481e-01
4.500000000000000527e-02 2.828282828282828731e+00 3.236219260207660042e-01 5.205458686331615459e-01
4.500000000000000527e-02 2.727272727272727515e+00 3.322067644170316747e-01 5.196672760455454121e-01
4.500000000000000527e-02 2.626262626262626299e+00 3.412491010575638417e-01 5.187212085140167073e-01
4.500000000000000527e-02 2.525252525252525082e+00 3.507852673356260942e-01 5.177293934006397258e-01
4.500000000000000527e-02 2.424242424242424754e+00 3.608554079937055237e-01 5.166833427101586995e-01
4.500000000000000527e-02 2.323232323232323537e+00 3.715039816761648295e-01 5.155677764484400960e-01
4.500000000000000527e-02 2.222222222222222321e+00 3.827801963734089319e-01 5.143810023421941935e-01
4.500000000000000527e-02 2.121212121212121104e+00 3.947385591617880163e-01 5.131313418536272986e-01
4.500000000000000527e-02 2.020202020202020776e+00 4.074398468423503505e-01 5.118029009907245630e-01
4.500000000000000527e-02 1.919191919191918672e+00 4.209516842625053989e-01 5.103888631676258836e-01
4.500000000000000527e-02 1.818181818181818343e+00 4.353493473925302282e-01 5.088938228236610239e-01
4.500000000000000527e-02 1.717171717171718015e+00 4.507168796474799732e-01 5.073156550970910894e-01
4.500000000000000527e-02 1.616161616161615910e+00 4.671483795262084127e-01 5.056477885683914320e-01
4.500000000000000527e-02 1.515151515151515582e+00 4.847489069516344729e-01 5.038915795541781817e-01
4.500000000000000527e-02 1.414141414141413478e+00 5.036356524375533716e-01 5.020574122461675115e-01
4.500000000000000527e-02 1.313131313131313149e+00 5.239399483910074373e-01 5.001495390543531094e-01
4.500000000000000527e-02 1.212121212121212821e+00 5.458079586871300570e-01 4.981851378218049020e-01
4.500000000000000527e-02 1.111111111111110716e+00 5.694022065709868352e-01 4.961892545694761014e-01
4.500000000000000527e-02 1.010101010101010388e+00 5.949024029286313908e-01 4.941992401008490354e-01
4.500000000000000527e-02 9.090909090909100598e-01 6.225056868642165897e-01 4.922674438855858536e-01
4.500000000000000527e-02 8.080808080808079552e-01 6.524257978185270535e-01 4.904652340616473816e-01
4.500000000000000527e-02 7.070707070707076269e-01 6.848902878657169291e-01 4.888868331682046375e-01
4.500000000000000527e-02 6.060606060606055223e-01 7.201347854524380310e-01 4.876486286483510124e-01
4.500000000000000527e-02 5.050505050505051940e-01 7.583928184814862083e-01 4.868882098818100856e-01
4.500000000000000527e-02 4.040404040404048658e-01 7.998790565889846160e-01 4.867600093865507294e-01
4.500000000000000527e-02 3.030303030303027612e-01 8.447638398614725208e-01 4.874202309532294497e-01
4.500000000000000527e-02 2.020202020202024329e-01 8.931368812406482727e-01 4.890090719632268490e-01
4.500000000000000527e-02 1.010101010101003283e-01 9.449584829136848940e-01 4.916337090423563705e-01
4.500000000000000527e-02 0.000000000000000000e+00 1.000000000000000000e+00 4.953513354941546099e-01
5.600000000000000810e-02 1.000000000000000000e+01 1.125366561249846326e-01 5.362886309572931776e-01
5.600000000000000810e-02 9.898989898989899672e+00 1.135786625006786205e-01 5.364053715074482698e-01
5.600000000000000810e-02 9.797979797979797567e+00 1.146401421379315555e-01 5.362170826298793269e-01
5.600000000000000810e-02 9.696969696969697239e+00 1.157216370160713964e-01 5.359141470188926171e-01
5.600000000000000810e-02 9.595959595959595134e+00 1.168237086565312999e-01 5.356782599655350863e-01
5.600000000000000810e-02 9.494949494949494806e+00 1.179469379255484174e-01 5.356908705502280155e-01
5.600000000000000810e-02 9.393939393939394478e+00 1.190919594417181177e-01 5.355910235343784853e-01
5.600000000000000810e-02 9.292929292929292373e+00 1.202594121838240215e-01 5.353963174636281463e-01
5.600000000000000810e-02 9.191919191919192045e+00 1.214499569421365055e-01 5.351761940511756688e-01
5.600000000000000810e-02 9.090909090909091717e+00 1.226642673421558805e-01 5.351755091113947760e-01
5.600000000000000810e-02 8.989898989898989612e+00 1.239030860069856854e-01 5.350257235843172143e-01
5.600000000000000810e-02 8.888888888888889284e+00 1.251671601683779222e-01 5.347619404771263296e-01
5.600000000000000810e-02 8.787878787878787179e+00 1.264572537793502705e-01 5.345973968169457358e-01
5.600000000000000810e-02 8.686868686868686851e+00 1.277741714746027102e-01 5.345885312668110512e-01
5.600000000000000810e-02 8.585858585858586522e+00 1.291187825434527148e-01 5.344224230292805577e-01
5.600000000000000810e-02 8.484848484848484418e+00 1.304919659969630552e-01 5.341351966760217174e-01
5.600000000000000810e-02 8.383838383838384090e+00 1.318946130860605692e-01 5.340343540553078583e-01
5.600000000000000810e-02 8.282828282828283761e+00 1.333276897831713326e-01 5.339907388911065977e-01
5.600000000000000810e-02 8.181818181818181657e+00 1.347922194227223758e-01 5.337584251323718165e-01
5.600000000000000810e-02 8.080808080808081328e+00 1.362892423854696056e-01 5.334044767789790642e-01
5.600000000000000810e-02 7.979797979797979224e+00 1.378198102415901238e-01 5.333064303617091051e-01
5.600000000000000810e-02 7.878787878787878896e+00 1.393850870163517719e-01 5.332059712213150782e-01
5.600000000000000810e-02 7.777777777777777679e+00 1.409862856521219843e-01 5.329362006727699219e-01
5.600000000000000810e-02 7.676767676767676463e+00 1.426246464636377331e-01 5.325803852551710404e-01
5.600000000000000810e-02 7.575757575757576134e+00 1.443014242650913215e-01 5.325227349055189352e-01
5.600000000000000810e-02 7.474747474747474918e+00 1.460180284061174949e-01 5.323926375598517780e-01
5.600000000000000810e-02 7.373737373737373701e+00 1.477759072868721213e-01 5.320920751903779333e-01
5.600000000000000810e-02 7.272727272727273373e+00 1.495765364386033025e-01 5.318247312587011111e-01
5.600000000000000810e-02 7.171717171717171269e+00 1.514214769711934583e-01 5.316644752123322881e-01
5.600000000000000810e-02 7.070707070707070940e+00 1.533124124818586176e-01 5.314019813249439839e-01
5.600000000000000810e-02 6.969696969696969724e+00 1.552510663367091259e-01 5.311225848617429079e-01
5.600000000000000810e-02 6.868686868686868507e+00 1.572392429237142453e-01 5.309266839424727769e-01
5.600000000000000810e-02 6.767676767676768179e+00 1.592788935487770563e-01 5.306314876191458030e-01
5.600000000000000810e-02 6.666666666666666075e+00 1.613720186307029958e-01 5.303450862609554450e-01
5.600000000000000810e-02 6.565656565656565746e+00 1.635207240138865648e-01 5.301327709005181354e-01
5.600000000000000810e-02 6.464646464646464530e+00 1.657272836051799647e-01 5.298140896010972156e-01
5.600000000000000810e-02 6.363636363636363313e+00 1.679940339972036678e-01 5.294965997244357458e-01
5.600000000000000810e-02 6.262626262626262985e+00 1.703234472803206723e-01 5.292336044931584826e-01
5.600000000000000810e-02 6.161616161616161769e+00 1.727181924386771705e-01 5.288659625954423849e-01
5.600000000000000810e-02 6.060606060606060552e+00 1.751810036422376260e-01 5.285521665465248153e-01
5.600000000000000810e-02 5.959595959595959336e+00 1.777148146117812633e-01 5.282579505245702522e-01
5.600000000000000810e-02 5.858585858585859008e+00 1.803227731055177807e-01 5.278385241533291028e-01
5.600000000000000810e-02 5.757575757575757791e+00 1.830080999889572568e-01 5.275079270815328236e-01
5.600000000000000810e-02 5.656565656565656575e+00 1.857743015954469168e-01 5.271750021964441979e-01
5.600000000000000810e-02 5.555555555555555358e+00 1.886251025525724212e-01 5.267463581798212946e-01
5.600000000000000810e-02 5.454545454545455030e+00 1.915643592545747398e-01 5.263732334730432116e-01
5.600000000000000810e-02 5.353535353535353813e+00 1.945962781632918082e-01 5.259346784157044041e-01
5.600000000000000810e-02 5.252525252525252597e+00 1.977252615416027481e-01 5.254976855006677772e-01
5.600000000000000810e-02 5.151515151515151381e+00 2.009560236049544035e-01 5.250498163136722019e-01
5.600000000000000810e-02 5.050505050505050164e+00 2.042935863662607432e-01 5.245715742387883074e-01
5.600000000000000810e-02 4.949494949494949836e+00 2.077432711977989510e-01 5.241048279458183634e-01
5.600000000000000810e-02 4.848484848484848619e+00 2.113108322518361670e-01 5.235742432441609084e-01
5.600000000000000810e-02 4.747474747474747403e+00 2.150022970553689405e-01 5.230833800886302010e-01
5.600000000000000810e-02 4.646464646464646187e+00 2.188242723520684718e-01 5.224971422857580539e-01
5.600000000000000810e-02 4.545454545454545858e+00 2.227836461961429926e-01 5.219627187822880598e-01
5.600000000000000810e-02 4.444444444444444642e+00 2.268879824007144219e-01 5.213565021887636153e-01
5.600000000000000810e-02 4.343434343434343425e+00 2.311452668009413847e-01 5.207365450345191604e-01
5.600000000000000810e-02 4.242424242424242209e+00 2.355641387506736684e-01 5.200923571353963659e-01
5.600000000000000810e-02 4.141414141414141881e+00 2.401538838596032899e-01 5.194159862102568637e-01
5.600000000000000810e-02 4.040404040404040664e+00 2.449244861013376018e-01 5.187022899327856651e-01
5.600000000000000810e-02 3.939393939393939448e+00 2.498867225170279260e-01 5.179629802814113004e-01
5.600000000000000810e-02 3.838383838383838231e+00 2.550522599939427093e-01 5.171758420917602628e-01
5.600000000000000810e-02 3.737373737373737903e+00 2.604336229928423951e-01 5.163755232900205661e-01
5.600000000000000810e-02 3.636363636363636687e+00 2.660445205594900719e-01 5.155104776289932689e-01
5.600000000000000810e-02 3.535353535353535470e+00 2.718996407415630312e-01 5.146270590384317556e-01
5.600000000000000810e-02 3.434343434343434254e+00 2.780151151513971519e-01 5.136796200660737055e-01
5.600000000000000810e-02 3.333333333333333037e+00 2.844083388151881775e-01 5.126954740783908893e-01
5.600000000000000810e-02 3.232323232323232709e+00 2.910983595492717124e-01 5.116581592169027193e-01
5.600000000000000810e-02 3.131313131313131493e+00 2.981059416431270925e-01 5.105575061573743856e-01
5.600000000000000810e-02 3.030303030303030276e+00 3.054537034220937142e-01 5.094135548569223015e-01
5.600000000000000810e-02 2.929292929292929060e+00 3.131665790053569931e-01 5.081893264404754307e-01
5.600000000000000810e-02 2.828282828282828731e+00 3.212717047061658393e-01 5.069099412203603716e-01
5.600000000000000810e-02 2.727272727272727515e+00 3.297990541996698721e-01 5.055632146653658010e-01
5.600000000000000810e-02 2.626262626262626299e+00 3.387815869319234507e-01 5.041255016380883358e-01
5.600000000000000810e-02 2.525252525252525082e+00 3.482556038820377453e-01 5.026145136731992036e-01
5.600000000000000810e-02 2.424242424242424754e+00 3.582612083475162912e-01 5.010257339361555706e-01
5.600000000000000810e-02 2.323232323232323537e+00 3.688428865731109840e-01 4.993411109373375178e-01
5.600000000000000810e-02 2.222222222222222321e+00 3.800499253086739859e-01 4.975573478661870497e-01
5.600000000000000810e-02 2.121212121212121104e+00 3.919369752052642708e-01 4.956834087547402623e-01
5.600000000000000810e-02 2.020202020202020776e+00 4.045650343480309830e-01 4.937060431788680703e-01
